"word","emotion","score"
"blight","disgust",1
"blight","fear",1
"blight","negative",1
"blight","sadness",1
"blighted","disgust",1
"blighted","negative",1
"blighted","sadness",1
"blind","negative",1
"blinded","negative",1
"blindfold","anticipation",1
"blindfold","fear",1
"blindfold","surprise",1
"blindly","negative",1
"blindly","sadness",1
"blindness","negative",1
"blindness","sadness",1
"bliss","joy",1
"bliss","positive",1
"blissful","joy",1
"blissful","positive",1
"blister","disgust",1
"blister","negative",1
"blitz","surprise",1
"bloated","disgust",1
"bloated","negative",1
"blob","disgust",1
"blob","fear",1
"blob","negative",1
"blockade","anger",1
"blockade","fear",1
"blockade","negative",1
"blockade","sadness",1
"bloodless","positive",1
"bloodshed","anger",1
"bloodshed","disgust",1
"bloodshed","fear",1
"bloodshed","negative",1
"bloodshed","sadness",1
"bloodshed","surprise",1
"bloodthirsty","anger",1
"bloodthirsty","disgust",1
"bloodthirsty","fear",1
"bloodthirsty","negative",1
"bloody","anger",1
"bloody","disgust",1
"bloody","fear",1
"bloody","negative",1
"bloody","sadness",1
"bloom","anticipation",1
"bloom","joy",1
"bloom","positive",1
"bloom","trust",1
"blossom","joy",1
"blossom","positive",1
"blot","negative",1
"blower","negative",1
"blowout","negative",1
"blue","sadness",1
"blues","fear",1
"blues","negative",1
"blues","sadness",1
"bluff","negative",1
"blunder","disgust",1
"blunder","negative",1
"blunder","sadness",1
"blur","negative",1
"blurred","negative",1
"blush","negative",1
"board","anticipation",1
"boast","negative",1
"boast","positive",1
"boasting","negative",1
"bodyguard","positive",1
"bodyguard","trust",1
"bog","negative",1
"bogus","anger",1
"bogus","disgust",1
"bogus","negative",1
"boil","disgust",1
"boil","negative",1
"boilerplate","negative",1
"boisterous","anger",1
"boisterous","anticipation",1
"boisterous","joy",1
"boisterous","negative",1
"boisterous","positive",1
"bold","positive",1
"boldness","positive",1
"bolster","positive",1
"bomb","anger",1
"bomb","fear",1
"bomb","negative",1
"bomb","sadness",1
"bomb","surprise",1
"bombard","anger",1
"bombard","fear",1
"bombard","negative",1
"bombardment","anger",1
"bombardment","fear",1
"bombardment","negative",1
"bombed","disgust",1
"bombed","negative",1
"bomber","fear",1
"bomber","sadness",1
"bonanza","joy",1
"bonanza","positive",1
"bondage","fear",1
"bondage","negative",1
"bondage","sadness",1
"bonds","negative",1
"bonne","positive",1
"bonus","anticipation",1
"bonus","joy",1
"bonus","positive",1
"bonus","surprise",1
"boo","negative",1
"booby","negative",1
"bookish","positive",1
"bookshop","positive",1
"bookworm","negative",1
"bookworm","positive",1
"boomerang","anticipation",1
"boomerang","trust",1
"boon","positive",1
"booze","negative",1
"bore","negative",1
"boredom","negative",1
"boredom","sadness",1
"boring","negative",1
"borrower","negative",1
"bother","negative",1
"bothering","anger",1
"bothering","negative",1
"bothering","sadness",1
"bottom","negative",1
"bottom","sadness",1
"bottomless","fear",1
"bound","negative",1
"bountiful","anticipation",1
"bountiful","joy",1
"bountiful","positive",1
"bounty","anticipation",1
"bounty","joy",1
"bounty","positive",1
"bounty","trust",1
"bouquet","joy",1
"bouquet","positive",1
"bouquet","trust",1
"bout","anger",1
"bout","negative",1
"bovine","disgust",1
"bovine","negative",1
"bowels","disgust",1
"boxing","anger",1
"boy","disgust",1
"boy","negative",1
"boycott","negative",1
"brag","negative",1
"brains","positive",1
"bran","disgust",1
"brandy","negative",1
"bravado","negative",1
"bravery","positive",1
"brawl","anger",1
"brawl","disgust",1
"brawl","fear",1
"brawl","negative",1
"brazen","anger",1
"brazen","negative",1
"breach","negative",1
"break","surprise",1
"breakdown","negative",1
"breakfast","positive",1
"breakneck","negative",1
"breakup","negative",1
"breakup","sadness",1
"bribe","negative",1
"bribery","disgust",1
"bribery","negative",1
"bridal","anticipation",1
"bridal","joy",1
"bridal","positive",1
"bridal","trust",1
"bride","anticipation",1
"bride","joy",1
"bride","positive",1
"bride","trust",1
"bridegroom","anticipation",1
"bridegroom","joy",1
"bridegroom","positive",1
"bridegroom","trust",1
"bridesmaid","joy",1
"bridesmaid","positive",1
"bridesmaid","trust",1
"brigade","fear",1
"brigade","negative",1
"brighten","joy",1
"brighten","positive",1
"brighten","surprise",1
"brighten","trust",1
"brightness","positive",1
"brilliant","anticipation",1
"brilliant","joy",1
"brilliant","positive",1
"brilliant","trust",1
"brimstone","anger",1
"brimstone","fear",1
"brimstone","negative",1
"bristle","negative",1
"broadside","anticipation",1
"broadside","negative",1
"brocade","positive",1
"broil","anger",1
"broil","negative",1
"broke","fear",1
"broke","negative",1
"broke","sadness",1
"broken","anger",1
"broken","fear",1
"broken","negative",1
"broken","sadness",1
"brothel","disgust",1
"brothel","negative",1
"brother","positive",1
"brother","trust",1
"brotherhood","positive",1
"brotherhood","trust",1
"brotherly","anticipation",1
"brotherly","joy",1
"brotherly","positive",1
"brotherly","trust",1
"bruise","anticipation",1
"bruise","negative",1
"brunt","anger",1
"brunt","negative",1
"brutal","anger",1
"brutal","fear",1
"brutal","negative",1
"brutality","anger",1
"brutality","fear",1
"brutality","negative",1
"brute","anger",1
"brute","fear",1
"brute","negative",1
"brute","sadness",1
"buck","fear",1
"buck","negative",1
"buck","positive",1
"buck","surprise",1
"buddy","anticipation",1
"buddy","joy",1
"buddy","positive",1
"buddy","trust",1
"budget","trust",1
"buffet","anger",1
"buffet","negative",1
"bug","disgust",1
"bug","fear",1
"bug","negative",1
"bugaboo","anger",1
"bugaboo","fear",1
"bugaboo","negative",1
"bugaboo","sadness",1
"bugle","anticipation",1
"build","positive",1
"building","positive",1
"bulbous","negative",1
"bulldog","positive",1
"bulletproof","positive",1
"bully","anger",1
"bully","fear",1
"bully","negative",1
"bum","disgust",1
"bum","negative",1
"bum","sadness",1
"bummer","anger",1
"bummer","disgust",1
"bummer","negative",1
"bunker","fear",1
"buoy","positive",1
"burdensome","fear",1
"burdensome","negative",1
"burdensome","sadness",1
"bureaucracy","negative",1
"bureaucracy","trust",1
"bureaucrat","disgust",1
"bureaucrat","negative",1
"burglar","disgust",1
"burglar","fear",1
"burglar","negative",1
"burglary","negative",1
"burial","anger",1
"burial","fear",1
"burial","negative",1
"burial","sadness",1
"buried","fear",1
"buried","negative",1
"buried","sadness",1
"burke","anger",1
"burke","disgust",1
"burke","fear",1
"burke","negative",1
"burke","sadness",1
"burlesque","surprise",1
"burnt","disgust",1
"burnt","negative",1
"bursary","trust",1
"bury","sadness",1
"buss","joy",1
"buss","positive",1
"busted","anger",1
"busted","fear",1
"busted","negative",1
"butcher","anger",1
"butcher","disgust",1
"butcher","fear",1
"butcher","negative",1
"butler","positive",1
"butler","trust",1
"butt","negative",1
"buttery","positive",1
"buxom","positive",1
"buzz","anticipation",1
"buzz","fear",1
"buzz","positive",1
"buzzed","negative",1
"bye","anticipation",1
"bylaw","trust",1
"cab","positive",1
"cabal","fear",1
"cabal","negative",1
"cabinet","positive",1
"cabinet","trust",1
"cable","surprise",1
"cacophony","anger",1
"cacophony","disgust",1
"cacophony","negative",1
"cad","anger",1
"cad","disgust",1
"cad","negative",1
"cadaver","disgust",1
"cadaver","fear",1
"cadaver","negative",1
"cadaver","sadness",1
"cadaver","surprise",1
"cafe","positive",1
"cage","negative",1
"cage","sadness",1
"calamity","sadness",1
"calculating","negative",1
"calculation","anticipation",1
"calculator","positive",1
"calculator","trust",1
"calf","joy",1
"calf","positive",1
"calf","trust",1
"callous","anger",1
"callous","disgust",1
"callous","negative",1
"calls","anticipation",1
"calls","negative",1
"calls","trust",1
"calm","positive",1
"camouflage","surprise",1
"camouflaged","surprise",1
"campaigning","anger",1
"campaigning","fear",1
"campaigning","negative",1
"canary","positive",1
"cancel","negative",1
"cancel","sadness",1
"cancer","anger",1
"cancer","disgust",1
"cancer","fear",1
"cancer","negative",1
"cancer","sadness",1
"candid","anticipation",1
"candid","joy",1
"candid","positive",1
"candid","surprise",1
"candid","trust",1
"candidate","positive",1
"candied","positive",1
"cane","anger",1
"cane","fear",1
"canker","anger",1
"canker","disgust",1
"canker","negative",1
"cannibal","disgust",1
"cannibal","fear",1
"cannibal","negative",1
"cannibalism","disgust",1
"cannibalism","negative",1
"cannon","anger",1
"cannon","fear",1
"cannon","negative",1
"canons","trust",1
"cap","anticipation",1
"cap","trust",1
"capitalist","positive",1
"captain","positive",1
"captivate","anticipation",1
"captivate","joy",1
"captivate","positive",1
"captivate","surprise",1
"captivate","trust",1
"captivating","positive",1
"captive","fear",1
"captive","negative",1
"captive","sadness",1
"captivity","negative",1
"captivity","sadness",1
"captor","fear",1
"captor","negative",1
"capture","negative",1
"carcass","disgust",1
"carcass","fear",1
"carcass","negative",1
"carcass","sadness",1
"carcinoma","fear",1
"carcinoma","negative",1
"carcinoma","sadness",1
"cardiomyopathy","fear",1
"cardiomyopathy","negative",1
"cardiomyopathy","sadness",1
"career","anticipation",1
"career","positive",1
"careful","positive",1
"carefully","positive",1
"carelessness","anger",1
"carelessness","disgust",1
"carelessness","negative",1
"caress","positive",1
"caretaker","positive",1
"caretaker","trust",1
"caricature","negative",1
"caries","disgust",1
"caries","negative",1
"carnage","anger",1
"carnage","disgust",1
"carnage","fear",1
"carnage","negative",1
"carnage","sadness",1
"carnage","surprise",1
"carnal","negative",1
"carnivorous","fear",1
"carnivorous","negative",1
"carol","joy",1
"carol","positive",1
"carol","trust",1
"cartel","negative",1
"cartridge","fear",1
"cascade","positive",1
"case","fear",1
"case","negative",1
"case","sadness",1
"cash","anger",1
"cash","anticipation",1
"cash","fear",1
"cash","joy",1
"cash","positive",1
"cash","trust",1
"cashier","trust",1
"casket","fear",1
"casket","negative",1
"casket","sadness",1
"caste","negative",1
"casualty","anger",1
"casualty","fear",1
"casualty","negative",1
"casualty","sadness",1
"cataract","anticipation",1
"cataract","fear",1
"cataract","negative",1
"cataract","sadness",1
"catastrophe","anger",1
"catastrophe","disgust",1
"catastrophe","fear",1
"catastrophe","negative",1
"catastrophe","sadness",1
"catastrophe","surprise",1
"catch","surprise",1
"catechism","disgust",1
"categorical","positive",1
"cater","positive",1
"cathartic","positive",1
"cathedral","joy",1
"cathedral","positive",1
"cathedral","trust",1
"catheter","negative",1
"caution","anger",1
"caution","anticipation",1
"caution","fear",1
"caution","negative",1
"cautionary","fear",1
"cautious","anticipation",1
"cautious","fear",1
"cautious","positive",1
"cautious","trust",1
"cautiously","fear",1
"cautiously","positive",1
"cede","negative",1
"celebrated","anticipation",1
"celebrated","joy",1
"celebrated","positive",1
"celebrating","anticipation",1
"celebrating","joy",1
"celebrating","positive",1
"celebration","anticipation",1
"celebration","joy",1
"celebration","positive",1
"celebration","surprise",1
"celebration","trust",1
"celebrity","anger",1
"celebrity","anticipation",1
"celebrity","disgust",1
"celebrity","joy",1
"celebrity","negative",1
"celebrity","positive",1
"celebrity","surprise",1
"celebrity","trust",1
"celestial","anticipation",1
"celestial","joy",1
"celestial","positive",1
"cement","anticipation",1
"cement","trust",1
"cemetery","fear",1
"cemetery","negative",1
"cemetery","sadness",1
"censor","anger",1
"censor","disgust",1
"censor","fear",1
"censor","negative",1
"censor","trust",1
"censure","negative",1
"center","positive",1
"center","trust",1
"centurion","positive",1
"cerebral","positive",1
"ceremony","joy",1
"ceremony","positive",1
"ceremony","surprise",1
"certainty","positive",1
"certify","trust",1
"cess","disgust",1
"cess","negative",1
"cessation","negative",1
"chaff","anger",1
"chaff","fear",1
"chaff","negative",1
"chafing","negative",1
"chagrin","disgust",1
"chagrin","negative",1
"chagrin","sadness",1
"chairman","positive",1
"chairman","trust",1
"chairwoman","positive",1
"chairwoman","trust",1
"challenge","anger",1
"challenge","fear",1
"challenge","negative",1
"champion","anticipation",1
"champion","joy",1
"champion","positive",1
"champion","trust",1
"chance","surprise",1
"chancellor","trust",1
"change","fear",1
"changeable","anticipation",1
"changeable","surprise",1
"chant","anger",1
"chant","anticipation",1
"chant","joy",1
"chant","positive",1
"chant","surprise",1
"chaos","anger",1
"chaos","fear",1
"chaos","negative",1
"chaos","sadness",1
"chaotic","anger",1
"chaotic","negative",1
"chaplain","trust",1
"charade","negative",1
"chargeable","fear",1
"chargeable","negative",1
"chargeable","sadness",1
"charger","positive",1
"charitable","anticipation",1
"charitable","joy",1
"charitable","positive",1
"charitable","trust",1
"charity","joy",1
"charity","positive",1
"charm","positive",1
"charmed","joy",1
"charmed","negative",1
"charmed","positive",1
"charming","positive",1
"chart","trust",1
"chase","negative",1
"chasm","fear",1
"chastisement","negative",1
"chastity","anticipation",1
"chastity","positive",1
"chastity","trust",1
"chattering","positive",1
"chatty","negative",1
"cheap","negative",1
"cheat","anger",1
"cheat","disgust",1
"cheat","negative",1
"checklist","positive",1
"checklist","trust",1
"cheer","anticipation",1
"cheer","joy",1
"cheer","positive",1
"cheer","surprise",1
"cheer","trust",1
"cheerful","joy",1
"cheerful","positive",1
"cheerful","surprise",1
"cheerfulness","anticipation",1
"cheerfulness","joy",1
"cheerfulness","positive",1
"cheerfulness","trust",1
"cheering","joy",1
"cheering","positive",1
"cheery","anticipation",1
"cheery","joy",1
"cheery","positive",1
"cheesecake","negative",1
"chemist","positive",1
"chemist","trust",1
"cherish","anticipation",1
"cherish","joy",1
"cherish","positive",1
"cherish","surprise",1
"cherish","trust",1
"cherry","positive",1
"chicane","anticipation",1
"chicane","negative",1
"chicane","surprise",1
"chicane","trust",1
"chicken","fear",1
"chieftain","positive",1
"child","anticipation",1
"child","joy",1
"child","positive",1
"childhood","joy",1
"childhood","positive",1
"childish","negative",1
"chilly","negative",1
"chimera","fear",1
"chimera","surprise",1
"chirp","joy",1
"chirp","positive",1
"chisel","positive",1
"chivalry","positive",1
"chloroform","negative",1
"chocolate","anticipation",1
"chocolate","joy",1
"chocolate","positive",1
"chocolate","trust",1
"choice","positive",1
