X.AUTHID,resents
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229544&c=254471&p=irol-newsArticle_Print',[]
b'http://performance.ford.com/series/ford-gt/news/articles/wec/2017/09/cota-preview.html',"[' Circuit of the Americas Mazda Raceway Laguna Seca Road Atlanta Ford World Endurance Championship battle heads to the U.S. this weekend, to the Circuit of the Americas (COTA) in Austin, Te.', 'The biggest challenge facing the drivers at COTA is e to be the heat.', 'Last year the race began in the late afternoon and the heat was almost overwhelming.', 'M team mate Olivier Pla (FRA) suffered a different type of problem when he was hit by prototype race cars on two occasions.', 'going to COTA feeling optimistic, M said.']"
b'http://investors.clr.com/phoenix.zhtml?TEXT=aHR0cDovL2FwaS50ZW5rd2l6YXJkLmNvbS9maWxpbmcueG1sP2lwYWdlPTExNDg3MjI2JkRTRVE9MSZTRVE9MiZTUURFU0M9U0VDVElPTl9QQUdFJmV4cD0mc3Vic2lkPTU3&c=197380&p=irol-SECText',"['The Compensation Committee retains complete to increase, decrease or leave the size of the annual bonus pool unchanged.']"
b'https://smallbusinesssolutions.blogs.xerox.com/author/allison-zimmerman/page/4/',"['But with so many other things to worry about, how big an impact can a few printers make?', 'Inefficient and out of service machines could be having a huge impact on your bottom line.']"
b'https://smallbusinesssolutions.blogs.xerox.com/author/jdoyle/',"['By The great deal on a desktop printer can fade quickly when you consider total cost of ownership (TCO) factors such as life e, toner costs and downtime.']"
b'https://smallbusinesssolutions.blogs.xerox.com/2015/12/01/introducing-the-xerox-wireless-print-solutions-adapter/',[]
b'http://blogs.zebra.com/the-t51-productivity-has-never-looked-this-good',"[';Many customers who went consumer are moving back to rugged computers.', ';Let me press the case for yes.', ';Some highlights include making it easier for users to share devices by creating log-ins that take them to their apps and data, turning the screen into a virtual scan button, remotely monitoring battery performance and creating an app store where users can download an approved list of your apps.']"
b'https://www.citrix.com/blogs/2017/04/26/get-rewarded-when-customers-purchase-citrix-essentials-on-the-azure-marketplace/',[]
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229505&c=254471&p=irol-newsArticle_Print',[]
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229527&c=254471&p=irol-newsArticle_Print',[]
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229558&c=254471&p=irol-newsArticle_Print',[]
b'https://blog.fitbit.com/are-your-workouts-hard-enough-heres-how-to-tell/',"['It is a dull ache.', 'I havent injured it.', '; ; ; Please note: Comments are moderated and may not appear immediately after submission.']"
b'https://digitalprinting.blogs.xerox.com/category/applications/cross-media-applications/page/4/',[]
b'https://www.citrix.com/blogs/2017/07/24/citrix-service-provider-august-enablement-webinars/',"['One of the key differentiators ; Citrix VP of WW Sales and Strategy, Ash Vijayakanthan shares his thoughts on the benefits Citrix Cloud brings for Citrix Service Providers ; NetScaler Management and Analytics from Citrix allows administrators to easily view, automate, and manage all their application infrastructure, as well ;Dont worry, you can unsubscribe at anytime.']"
b'https://www.micron.com/about/blogs/2013/october/buzz-from-the-linley-tech-processor-conference',"['The small (just over 400 participants) two-day event was like a breath of fresh air compared to some of the more massive conferences that I attended.', 'that was our direct analysis marketing jargon from a web site, he said earnestly.', 'And of course, I would be remiss if I didn mention that Micron is now shipping the world first engineering samples!']"
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229564&c=254471&p=irol-newsArticle_Print',[]
b'http://blog.searsholdings.com/inside-shc/sears-volunteers-make-critical-upgrades-and-repairs-to-army-veteran-home/',"['Hearing of Charles armed forces background and his family continued support of the military, and stepped in to help make critical upgrades and repairs to his house.', 'recognized that their work was just a small way of saying thanks to Mr. Faison for what amounts to a lifetime and a legacy of service to the country.']"
b'https://connect.blogs.xerox.com/2015/05/18/4-ideas-to-keep-your-customers-faithful/',"['E customers often find themselves overlooked, and subject to second-rate support, e, and perks.', 'Why do brands consign e customers to this fate?', 'Their online and offline recommendations influence new sales either in your favor or against.']"
b'http://blogs.zebra.com/sap-teched-d-code',[]
b'http://blog.searsholdings.com/inside-shc/sears-volunteers-renovate-home-of-three-generation-military-family/',"['Repairs to the home included sealing leaks in the basement and on the roof, interior and e painting, landscaping, porch repairs and debris removal.', 'T he mounting critical repairs were a constant source of stress and she lacked the resources to fix issues that threatened to grow.', 'Sears volunteers seal and stain an accessibility ramp.', 'Teressa McNeal, a widow of a Vietnam veteran, the mother of a Navy veteran and grandmother of an active service member of the Air Force watches as her home receives much needed repairs and renovations.']"
b'https://www.zebra.com/ap/en/about-zebra/newsroom/press-releases/2017/zebra-technologies-bill-cate-recognized-as-2017-crn--channel-chi.html',[]
b'http://www.rpminc.com/news-releases/news-release/?reqid=476690',"['Industrial products include roofing systems, sealants, corrosion control coatings, flooring coatings and specialty chemicals.']"
b'http://blogs.zebra.com/how-a-danish-retailer-has-deployed-technology-to-improve-efficiencies-across-its-business',[]
b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591676',"['Citrix include 100% of the Fortune 100 companies and 98% of the Global 500, as well as hundreds of thousands of small and individuals.']"
b'http://blog.searsholdings.com/inside-shc/shc-associates-honored-by-diversity-mba/',"['This role affords me the opportunity to focus the group efforts to serve as a resource that helps attract and retain Latino talent, improve the Latino community through engagement and add value to marketplace stakeholders from a Latino perspective to better serve our members.', 'When you look at the future of diversity in America, it is important that people of diverse background are able to find their place in America.']"
b'http://investors.citrix.com/releasedetail.cfm?ReleaseID=591667',[]
b'https://connect.blogs.xerox.com/2015/01/13/2-patents-a-faster-web-and-a-better-transit-system/',"['Consider these ideas: If we know which Web page you will go to ne, we could serve it up a lot quicker.']"
b'http://blog.searsholdings.com/inside-shc/the-sears-secret-santa-sweepstakes-is-back/',"['Void where prohibited.', 'Once you receive your SPIN ID number, you will only be eligible to win a prize in the Sweepstakes once the ne taped episode of Show (Mon Fri only) airs.', 'There a delay between tape dates and air dates of Show.', 'Prizes subject to availability, ta and other restrictions.', 'Winning is dependent on a winner verifying online and in an affidavit/release in accordance with the Official Rules.']"
b'https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2016/firmdale-hotels-enhance-guest-experience-with-zebra-wi-fi.html',['This is particularly helpful in locations where 3G or 4G coverage from a users mobile phone operator is insufficient.']
b'http://blog.searsholdings.com/inside-shc/sears-extends-its-heroes-at-home-program-to-the-holidays-to-assist-disabled-vets/',"['Our members have proved once again that simple, small gestures by many can result in immediate, long-term impact for America veterans.', 'holiday season will truly be easier and less physically demanding for many disabled veterans thanks to the generosity of Sears customers and the dedication of our affiliates who are now working hard right up to Christmas to make sure these ramps are built.']"
b'http://blogs.zebra.com/5-steps-to-electronic-health-records',"[' ; October 14, 2015 at 5:51 AM ;The words efficiency drive strike fear into the heart of any clinician who cares about their patients.', 'The lessons from the US suggest that the best approach is to create a national spine of basic data and then link this with regional bodies that have the freedom to build their own systems.']"
b'http://blogs.zebra.com/were-going-to-need-a-bigger-network',"[""For the first time, police chief Martin Brody sees the giant shark he's hunting."", ';Confronted with the voracious appetite of bandwidth-hungry customers and employees, IT administrators and network engineers could be forgiven for harbouring a similar sense of foreboding.', ';Fail to provide it and you risk losing business.', 'Ignore it, and it could come back to bite you.']"
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229547&c=254471&p=irol-newsArticle',[]
b'https://connect.blogs.xerox.com/2012/12/03/experts-weigh-in-real-business-advice-for-smbs/',[]
b'https://www.zebra.com/gb/en/about-zebra/newsroom/press-releases/2016/firmdale-hotels-enhance-guest-experience-with-zebra-wi-fi.html',['This is particularly helpful in locations where 3G or 4G coverage from a users mobile phone operator is insufficient.']
b'http://www.uabiz.com/news/releasedetail.cfm?releaseid=1008168',[]
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229544&c=254471&p=irol-newsArticle',[]
b'https://connect.blogs.xerox.com/2014/10/10/submit-question-to-one-of-the-worlds-best-womens-tennis-players/',"['Your question for an Elite 8 player could be included in the on October 20 from Singapore.', 'Plus, you might learn something you didn already know about your favorite WTA star like what eats when she feeling down, or favorite TV show.']"
b'http://www.mastec.com/press-release/1716/1/MasTec-CEO-Jose-Mas-Appointed-to-US-Department-of-Commerce-N.aspx',"['""I\'m proud to represent not only Hispanic, but all minority owned companies in this advisory role.']"
b'http://blog.searsholdings.com/inside-shc/sears-heroes-at-home-and-rebuilding-together-renovate-vfw/',[]
b'https://digitalprinting.blogs.xerox.com/category/how-to/page/7/',[]
b'http://investors.technipfmc.com/phoenix.zhtml?ID=2229561&c=254471&p=irol-newsArticle_Print',[]
b'https://www.citrix.com/blogs/2015/11/20/a-experiencia-de-viver-o-cisco-live-latam/',[]
